id,address,cat1Code,cat1Desc,cat1TypeCode,cat1TypeDesc,cat2Code,cat2Desc,cat2TypeCode,cat3Code,cat3Desc,cat3TypeCode,cat4Code,cat4Desc,cat4TypeCode,cat5Code,cat5Desc,cat5TypeCode,cat6Code,cat6Desc,cat6TypeCode,contractType,councilCode,councilDesc,createdAt,detailText,devTypeCode,devTypeDesc,endDateDesc,endDateDetail,endDateGac,finalisedFlag,firstIssueDate,firstIssueNumber,floorArea,lastIssueDate,lastIssueNumber,notes,ownerCode,ownerDesc,parking,postCode,projectId,publishDate,reference,regionCode,regionDesc,sectionCode,sectionDesc,siteArea,stageCode,stageDesc,stageText,stageTypeCode,stageTypeDesc,startDateDetail,startDateGac,stateCode,stateDesc,statusCode,statusDesc,storeys,suburb,tenderCloseDate,tenderCloseTime,tenderRoleCode,tenderTypeCode,tenderTypeDesc,title,type,units,value,valueDesc,valueGac,projectvalue
45,02018 Little Fleur Junction,,,,,,,,,,,,,,,,,,,,Human Resources,,TopCare Acid Reducer,1588542320,quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at,,,,,,,,,,,45,ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien,"",luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida,,A98,45,1572286963,,,,,,,,,,,,,,,,,Innojam,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in,Ireland,,,,,,Research and Development,Automotive,49,24590,,,23
46,36 Meadow Vale Pass,,,,,,,,,,,,,,,,,,,,Legal,,Ibuprofen,1577046950,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,,,,,,,,,,,46,luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien,"",dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi,,5504,46,1563636586,,,,,,,,,,,,,,,,,Topiclounge,varius ut blandit non interdum in ante vestibulum ante ipsum primis,Philippines,,,,,,Legal,Beauty,85,14760,,,52
47,2942 Butterfield Drive,,,,,,,,,,,,,,,,,,,,Services,,Mirtazapine,1595391706,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae,,,,,,,,,,,47,venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue,"",mi integer ac neque duis bibendum morbi non quam nec,,,47,1571102357,,,,,,,,,,,,,,,,,Skilith,est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc,Indonesia,,,,,,Services,Music,44,93872,,,85
48,9 Lake View Park,,,,,,,,,,,,,,,,,,,,Marketing,,Antidiarrheal Relief,1592303318,consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla,,,,,,,,,,,48,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit,"",vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper,,,48,1580611849,,,,,,,,,,,,,,,,,JumpXS,pede venenatis non sodales sed tincidunt eu felis fusce posuere,Mongolia,,,,,,Business Development,Beauty,72,34695,,,36
49,68364 Gulseth Plaza,,,,,,,,,,,,,,,,,,,,Legal,,Spironolactone,1565629969,quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec,,,,,,,,,,,49,sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,"",eu orci mauris lacinia sapien quis libero nullam sit amet,,,49,1587493868,,,,,,,,,,,,,,,,,Meevee,amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed,China,,,,,,Services,Tools,21,97953,,,88
50,8997 Lotheville Road,,,,,,,,,,,,,,,,,,,,Training,,SKIN CAVIAR CONCEALER FOUNDATION SUNSCREEN SPF 15 - Creme Blush,1591457174,luctus et ultrices posuere cubilia curae nulla dapibus dolor vel,,,,,,,,,,,50,est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis,"",morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem,,,50,1573351537,,,,,,,,,,,,,,,,,Twitternation,fermentum donec ut mauris eget massa tempor convallis nulla neque libero,China,,,,,,Support,Home,74,88638,,,38
51,94771 Kenwood Alley,,,,,,,,,,,,,,,,,,,,Services,,Goldenrod,1577332956,cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum,,,,,,,,,,,51,congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque,"",aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget,,32-340,51,1591815366,,,,,,,,,,,,,,,,,Fivechat,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor,Poland,,,,,,Engineering,Clothing,15,47226,,,92
52,13 Golf Avenue,,,,,,,,,,,,,,,,,,,,Engineering,,ProcureTriple Antibiotic,1580147820,diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam,,,,,,,,,,,52,eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis,"",hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc,,,52,1564274729,,,,,,,,,,,,,,,,,Mycat,non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci,Indonesia,,,,,,Product Management,Jewelery,73,58044,,,41
53,8793 Thierer Hill,,,,,,,,,,,,,,,,,,,,Research and Development,,Clonidine Hydrochloride,1591708702,posuere felis sed lacus morbi sem mauris laoreet ut rhoncus,,,,,,,,,,,53,quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor,"",sapien non mi integer ac neque duis bibendum morbi non,,2170,53,1574657992,,,,,,,,,,,,,,VLG,Vlaanderen,,Rooxo,ligula suspendisse ornare consequat lectus in est risus auctor sed,Belgium,,,,,,Engineering,Movies,87,90768,,,89
54,46706 Kipling Drive,,,,,,,,,,,,,,,,,,,,Sales,,Benazepril Hydrochloride and Hydrochlorothiazide,1590148284,a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut,,,,,,,,,,,54,donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed,"",viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam,,35015,54,1588507395,,,,,,,,,,,,,,CN,Canarias,,Kwimbee,non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh,Spain,,,,,,Training,Tools,53,1792,,,44
55,5822 Ronald Regan Court,,,,,,,,,,,,,,,,,,,,Training,,SUPRAX,1587093462,sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi,,,,,,,,,,,55,eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at,"",ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer,,,55,1581399557,,,,,,,,,,,,,,,,,Twinte,volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus,Cyprus,,,,,,Training,Computers,88,47946,,,85
56,551 Arapahoe Lane,,,,,,,,,,,,,,,,,,,,Business Development,,CENTER-AL - OLEA EUROPAEA POLLEN,1575507536,nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend,,,,,,,,,,,56,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla,"",quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus,,155252,56,1575370477,,,,,,,,,,,,,,,,,Skipfire,proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum,Russia,,,,,,Support,Jewelery,49,89628,,,85
57,8 Mcguire Pass,,,,,,,,,,,,,,,,,,,,Product Management,,simple pleasures,1579550243,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum,,,,,,,,,,,57,tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac,"",amet erat nulla tempus vivamus in felis eu sapien cursus,,1144,57,1569553586,,,,,,,,,,,,,,,,,Rhycero,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor,Philippines,,,,,,Legal,Jewelery,59,50281,,,69
58,564 Nancy Street,,,,,,,,,,,,,,,,,,,,Business Development,,Up and Up Cold Flu Relief,1571640308,vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet,,,,,,,,,,,58,consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi,"",curabitur in libero ut massa volutpat convallis morbi odio odio elementum,,5813,58,1588694776,,,,,,,,,,,,,,,,,Trudeo,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui,Philippines,,,,,,Training,Kids,99,6878,,,52
59,68 Ruskin Point,,,,,,,,,,,,,,,,,,,,Marketing,,Stool Softener,1594878068,cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus,,,,,,,,,,,59,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque,"",diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam,,73130,59,1595166777,,,,,,,,,,,,,,,,,Feednation,sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi,Thailand,,,,,,Sales,Home,33,77436,,,12
60,49 Pennsylvania Parkway,,,,,,,,,,,,,,,,,,,,Human Resources,,ANTIBACTERIAL,1592566682,platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat,,,,,,,,,,,60,nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel,"",elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper,,3714,60,1564139307,,,,,,,,,,,,,,,,,Meetz,in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis,Philippines,,,,,,Marketing,Health,75,36334,,,65
61,48118 Meadow Ridge Place,,,,,,,,,,,,,,,,,,,,Legal,,Sleep Aid,1580285811,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer,,,,,,,,,,,61,dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula,"",nec nisi volutpat eleifend donec ut dolor morbi vel lectus in,,,61,1580766560,,,,,,,,,,,,,,,,,Divavu,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in,Indonesia,,,,,,Support,Baby,81,74764,,,76
62,19 Canary Circle,,,,,,,,,,,,,,,,,,,,Product Management,,Old Spice Fresh,1595323381,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc,,,,,,,,,,,62,fermentum donec ut mauris eget massa tempor convallis nulla neque,"",id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu,,5807,62,1573038434,,,,,,,,,,,,,,,,,Zoombeat,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec,Philippines,,,,,,Training,Tools,28,91433,,,57
63,4 Annamark Point,,,,,,,,,,,,,,,,,,,,Legal,,phendimetrazine tartrate,1565428213,eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in,,,,,,,,,,,63,nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis,"",lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse,,,63,1574797038,,,,,,,,,,,,,,,,,Voolia,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus,China,,,,,,Training,Garden,37,89752,,,50
64,2329 Loeprich Parkway,,,,,,,,,,,,,,,,,,,,Legal,,CELEBREX,1569467631,neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit,,,,,,,,,,,64,nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate,"",nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit,,58-130,64,1580579842,,,,,,,,,,,,,,,,,Trupe,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit,Poland,,,,,,Marketing,Automotive,75,10694,,,54
65,582 Pepper Wood Drive,,,,,,,,,,,,,,,,,,,,Services,,Tamoxifen Citrate,1589723601,dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla,,,,,,,,,,,65,ac neque duis bibendum morbi non quam nec dui luctus rutrum,"",condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo,,188502,65,1584741367,,,,,,,,,,,,,,,,,Linktype,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque,Russia,,,,,,Accounting,Grocery,48,45631,,,88
66,13238 Goodland Alley,,,,,,,,,,,,,,,,,,,,Marketing,,Tired Eye Relief,1590000242,blandit mi in porttitor pede justo eu massa donec dapibus duis,,,,,,,,,,,66,morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue,"",ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies,,6022,66,1583708894,,,,,,,,,,,,,,,,,Tagtune,nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit,Philippines,,,,,,Accounting,Beauty,63,58366,,,14
67,4907 Old Shore Parkway,,,,,,,,,,,,,,,,,,,,Sales,,Topcare Allergy,1586400462,volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci,,,,,,,,,,,67,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis,"",orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend,,,67,1593909845,,,,,,,,,,,,,,,,,Skivee,in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl,China,,,,,,Business Development,Movies,87,16488,,,83
68,2 Stuart Hill,,,,,,,,,,,,,,,,,,,,Research and Development,,HydrOXYzine hydrochloride,1591329110,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit,,,,,,,,,,,68,vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum,"",amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh,,,68,1572395766,,,,,,,,,,,,,,,,,Camimbo,ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam,Laos,,,,,,Product Management,Sports,94,20533,,,48
69,306 Little Fleur Parkway,,,,,,,,,,,,,,,,,,,,Engineering,,Senna Plus,1594817190,erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam,,,,,,,,,,,69,in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing,"",neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus,,141662,69,1586390755,,,,,,,,,,,,,,,,,Riffwire,in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium,Russia,,,,,,Research and Development,Sports,6,36533,,,26
70,3 Loftsgordon Plaza,,,,,,,,,,,,,,,,,,,,Marketing,,Sorbet APF,1566131953,est risus auctor sed tristique in tempus sit amet sem,,,,,,,,,,,70,tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat,"",nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum,,3760,70,1586384421,,,,,,,,,,,,,,,,,Twitterwire,elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo,Argentina,,,,,,Support,Outdoors,77,18390,,,53
71,54277 Washington Way,,,,,,,,,,,,,,,,,,,,Support,,VESIcare,1574253235,donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id,,,,,,,,,,,71,vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc,"",vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris,,692715,71,1587833141,,,,,,,,,,,,,,,,,Devbug,vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae,Russia,,,,,,Services,Shoes,27,82020,,,29
72,26 Kropf Court,,,,,,,,,,,,,,,,,,,,Research and Development,,Valproic Acid,1595365322,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam,,,,,,,,,,,72,in consequat ut nulla sed accumsan felis ut at dolor,"",odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar,,,72,1584173399,,,,,,,,,,,,,,,,,Feedspan,quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum,Tanzania,,,,,,Support,Movies,71,95519,,,63
73,13 Drewry Park,,,,,,,,,,,,,,,,,,,,Sales,,Piperacillin and Tazobactam,1588041256,hac habitasse platea dictumst maecenas ut massa quis augue luctus,,,,,,,,,,,73,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere,"",nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit,,83501,73,1596110341,,,,,,,,,,,,,,,,,Trilia,eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam,Finland,,,,,,Training,Health,68,6873,,,86
74,5 Ilene Terrace,,,,,,,,,,,,,,,,,,,,Sales,,"Terrasil Itch, Rash and Pain Relief",1584454482,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non,,,,,,,,,,,74,pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue,"",et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut,,21410,74,1563105653,,,,,,,,,,,,,,,,,Riffpedia,tempus sit amet sem fusce consequat nulla nisl nunc nisl duis,Croatia,,,,,,Legal,Industrial,30,95031,,,88
75,3 Gina Hill,,,,,,,,,,,,,,,,,,,,Legal,,RORIS SHINY CC,1578979505,amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut,,,,,,,,,,,75,quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt,"",elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante,,,75,1576978639,,,,,,,,,,,,,,,,,Mycat,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam,Turkmenistan,,,,,,Research and Development,Grocery,51,19409,,,51
76,0826 Grasskamp Crossing,,,,,,,,,,,,,,,,,,,,Marketing,,Anastrozole,1567445003,sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce,,,,,,,,,,,76,ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices,"",ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci,,,76,1589019706,,,,,,,,,,,,,,,,,Gabcube,vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat,China,,,,,,Product Management,Beauty,21,14521,,,94
77,2 Cordelia Drive,,,,,,,,,,,,,,,,,,,,Human Resources,,Clemastine Fumarate,1587732656,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at,,,,,,,,,,,77,dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor,"",curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt,,,77,1571074162,,,,,,,,,,,,,,,,,Ozu,lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus,Kazakhstan,,,,,,Services,Sports,19,41622,,,22
